ObjectId,CitationNumber,OfficerBadgeNo,CitationDateTime,OffenseDateTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch
5380,CS0152073,298,2016/10/27 21:14:00+00,00/27/2016 14:14:00,CLOUDY,311277,DRIVER,24,M,WHITE,W,2015,NISSAN,FRONTIER,PTRK,,27TH ST,G ST,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),"(I)FAILURE TO STOP AT STOP SIGN
THRU STOP AT APPROX 10MPH N TO W",N,10,,,,,N,,,,,PK
5381,CS0135009,424,2016/01/12 15:30:00+00,00/12/2016 07:30:00,CLEAR,10295,DRIVER,35,M,WHITE,W,,,NOT IN LIST,PASS,J,STREET,STREET,E,N,CITATION,M,(M) PETTY THEFT,PC,484(A),(M) PETTY THEFT,N,,,,,,N,,,,,
5382,CS0009337,298,2016/01/19 21:36:59+00,00/19/2016 13:37:00,CLOUDY,17054,DRIVER,49,M,HISPANIC,W,2009,MERCEDES-BENZ,,PASS,,STEMMLER,AETNA SPRINGS,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),"(I)FAILURE TO STOP AT STOP SIGN
THRU STOP AT APPROX 12-15MPH",N,12,,,,,N,,,,,4D
5383,CS0002388,380,2016/06/18 04:41:59+00,00/17/2016 21:42:00,,175049,DRIVER,23,M,HISPANIC,W,,,NOT IN LIST,PASS,,JAZZ ALLEY,10TH ST,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
5384,CS0168386,257,2016/12/22 18:00:00+00,00/22/2016 10:00:00,,365175,DRIVER,67,F,WHITE,W,2015,CHEVROLET,SONIC,PASS,,J ST,29TH ST,E,N,CITATION,I,(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,VC,21461(A),(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,N,,,,,,N,,,,,
5385,CS0168310,257,2016/11/23 23:22:00+00,00/23/2016 15:22:00,CLEAR,338385,DRIVER,45,M,UNKNOWN,U,2014,ACURA,MDX,PASS,,FRUITRIDGE RD,STOCKTON BLVD,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
5386,CS0115027,904,2016/08/16 23:55:59+00,00/16/2016 16:56:00,,237909,DRIVER,34,M,WHITE,W,1984,NISSAN,PICKUP,PASS,,TRUXEL,BANNON CREEK,,N,CITATION,M,(M) VIOLATION OF PROBATION-MISD,PC,1203.2,(M) VIOLATION OF PROBATION-MISD,N,,,,,,N,,,,,
5387,CS0160528,582,2016/12/02 18:52:00+00,00/02/2016 10:52:00,CLEAR,345964,DRIVER,32,M,AFRICAN AMERICAN,B,1994,HONDA,ACCORD,PASS,,W EL CAMINO AVE,TIMBERWOOD CT,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,4D
5388,CS0102234,660,2016/07/01 15:33:59+00,00/01/2016 08:34:00,CLEAR,189549,DRIVER,44,F,UNKNOWN,U,2007,TOYOTA,SIENNA,PASS,,POWER INN RD,21ST AVE,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,SHE HAD PH IN R HAND WAIST LEVEL. SHE ADMITTED TO CALLING WORK SAID THING IN EARS BOTHERED HER.  I WAS IN FRONT OF BAIT SND TACKLE,,,,TO
5389,CS0168159,257,2016/10/18 22:01:00+00,00/18/2016 15:01:00,CLEAR,302187,DRIVER,41,F,WHITE,W,2012,NISSAN,ROGUE,PASS,,I ST,11TH ST,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
5390,CS0133045,790,2016/12/17 18:04:59+00,00/17/2016 10:05:00,CLEAR,360427,WITNESS,23,F,B,,1997,FORD,EXPLORER,PASS,1500,W EL CAMINO AVENUE,,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,0,,,,,N,,,,,4H
5391,CS0150504,922,2016/03/02 03:55:00+00,00/01/2016 19:55:00,CLEAR,60548,DRIVER,28,M,AFRICAN AMERICAN,B,1997,JAGUAR,XK-SERIES,PASS,,SAN JUAN RD,NORTHGATE BLVD,W,Y,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,2D
5392,CS0102072,660,2016/02/10 17:03:59+00,00/10/2016 09:04:00,CLEAR,39371,DRIVER,59,M,UNKNOWN,U,2006,TOYOTA,COROLLA,PASS,,VIRGINIA WY,JOAQUIN WY,E,N,CITATION,I,(I) DRIVER ENSURES USE OF SEATBELTON CHILD 6-16,VC,27360.5(B),(I) DRIVER ENSURES USE OF SEATBELTON CHILD 6-16,N,,,,,,N,SONS TEN AND 12 SITTING IN BACK SEAT NO SEATBELTS ON AT ALL. I WAS OUTSIDE OF MY CAR WALING UP TO ANOTHER CAR THIS VEH PASSED BY SLOW DUE TO STOP SIGN. I LOOKED DOWN INTO VEH AND SAW THE TWO W NO BELTS. I KNOCKED ON THE WINDIW AND SAW AGAIN NO BELT. TOLD HIM TO PULL OVER,,,,4D
5393,CS0136338,522,2016/12/27 23:02:00+00,00/27/2016 15:02:00,,369654,DRIVER,42,F,UNKNOWN,U,2012,NISSAN,QUEST,PASS,,FOLSOM BLVD,NOTRE DAME DR,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
5394,CS0001341,530,2016/03/03 21:20:59+00,00/03/2016 13:21:00,,62341,DRIVER,25,M,AFRICAN AMERICAN,B,2016,TOYOTA,CAMRY,PASS,2838,AZEVEDO DR,,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
5395,CS0168307,257,2016/11/23 21:46:00+00,00/23/2016 13:46:00,CLEAR,338282,DRIVER,41,M,WHITE,W,2003,TOYOTA,CAMRY,PASS,,FRUITRIDGE RD,79TH ST,W,N,WARNING,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,,,,,,N,,,WARNING ONLY,,
5396,CS0138032,842,2016/06/22 20:26:59+00,00/22/2016 13:27:00,,179914,DRIVER,24,F,AFRICAN AMERICAN,B,2013,NISSAN,ALTIMA,PASS,3500,5TH AVENUE,,,N,CITATION,I,(I) AUDIO STEREO OVER 25 FT,SCC,10.12.090(A),(I) AUDIO STEREO OVER 25 FT,N,,,,,,N,,,,,4T
5397,CS0167317,886,2016/12/22 13:56:00+00,00/22/2016 05:56:00,CLOUDY,365018,DRIVER,35,M,MIXED RACE,U,2014,HONDA,ACCORD,PASS,,RICHARDS BLVD,BERCUT DR,E,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,20,,,,,N,,,,,4T
5398,CS0048742,897,2016/11/08 15:52:00+00,00/08/2016 07:52:00,,323193,DRIVER,23,M,HISPANIC,W,2004,GMC,YUKON,PASS,,CROMWELL,FLORIN,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
5399,CS0119007,728,2016/01/12 04:06:59+00,00/11/2016 20:07:00,CLEAR,9988,DRIVER,21,M,AFRICAN AMERICAN,B,2000,CHRYSLER,CONCORDE,PASS,,MACK ROAD,STOCKTON BLVD,W,N,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),(M) POSS CONTROLLED SUBST,N,,,,,,N,,,,,4D
5400,CS0070542,755,2016/09/30 02:03:00+00,00/29/2016 19:03:00,CLEAR,283093,DRIVER,42,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,730,I STREET,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
5401,CS0009762,600,2016/01/12 17:31:00+00,00/12/2016 09:31:00,,10388,DRIVER,55,M,WHITE,W,2011,HONDA,PILOT,PASS,,BROADWAY,16TH ST,W,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES NO PLATE ON FRONT BUMPER,N,,,,,,N,,,,,
5402,CS0029092,257,2016/01/21 16:36:00+00,00/21/2016 08:36:00,CLOUDY,18939,DRIVER,58,F,WHITE,W,2015,BMW,3 SERIES,PASS,,VALLEJO WAY,17TH ST,W,N,WARNING,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,WARNING ONLY,,4T
5403,CS0029152,257,2016/02/04 19:25:00+00,00/04/2016 11:25:00,CLEAR,33400,DRIVER,57,F,WHITE,W,2011,MAZDA,MAZDA6,PASS,,DUCKHORN DR,GOOSE HAVEN LN,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,4D
5404,CS0031915,973,2016/10/23 07:05:00+00,00/23/2016 00:05:00,CLEAR,306608,DRIVER,33,F,WHITE,W,,,NOT IN LIST,PASS,,1701 ARDEN WAY,,,Y,CITATION,M,(M)BURGLARY SHOPLIFT < $950,PC,459.5,(M)BURGLARY SHOPLIFT < $950,N,,,,,,N,,,,,
5405,CS0029377,257,2016/04/14 14:29:59+00,00/14/2016 07:30:00,,105220,DRIVER,66,M,WHITE,W,1988,SAAB,900,PASS,,RICHARDS BLVD,SUNBEAM AVE,E,N,WARNING,I,(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,VC,21461(A),(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,N,,,,,,N,,,WARNING ONLY,,4D
5406,CS0044530,3011,2016/02/17 21:17:00+00,00/17/2016 13:17:00,CLOUDY,46889,DRIVER,88,F,CHINESE,A,1996,CHRYSLER,TOWN AND COUNTRY,TRCK,,L ST,29TH ST,W,N,CITATION,I,(I) DRIVER YIELD AT CROSSWALK FOR PEDESTRIAN,VC,21950(C),(I) DRIVER YIELD AT CROSSWALK FOR PEDESTRIAN,N,,,,,,N,,,,,VN
5407,CS0089527,768,2016/04/17 09:01:00+00,00/14/2016 02:01:00,,105126,DRIVER,31,M,WHITE,W,1995,HONDA,ACCORD,PASS,,FRUITRIDGE RD,STOCKTON BLVD,,N,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),(M) POSS CONTROLLED SUBST,N,,,,,,N,,,,,2D
5408,CS0127809,211,2016/12/30 01:47:59+00,00/29/2016 17:48:00,CLEAR,371763,DRIVER,41,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,ALHAMBRA,J,,N,CITATION,I,(I) JAYWALKING PEDESTRIAN,SCC,10.20.020,(I) JAYWALKING PEDESTRIAN,N,,,,,,N,25 FT WEST OF WCL ALHAMBRA.  HAD TO PEE.,,,,
5409,CS0057516,572,2016/06/09 19:02:59+00,00/08/2016 23:40:00,CLEAR,165277,DRIVER,24,M,AFRICAN AMERICAN,B,2000,MERCEDES-BENZ,S-CLASS,PASS,375,LINDSEY DRIVE,,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,25,25,,,,N,,,,,4D
5410,CS0062581,866,2016/10/13 23:31:00+00,00/13/2016 16:31:00,,297331,DRIVER,25,M,WHITE,W,,,NOT IN LIST,PASS,825,K STREET,,,N,CITATION,I,(I) URINATE/DEFECATE IN PUBLIC,SCC,9.04.070,(I) URINATE/DEFECATE IN PUBLIC,N,,,,,,N,,,,,
5411,CS0145649,454,2016/11/13 15:53:59+00,00/13/2016 07:54:00,CLEAR,328444,DRIVER,53,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,AHERN ST,N B ST,,N,CITATION,I,(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,SCC,12.52.030(A),(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,N,,,,,,N,,,,,
5412,CS0168286,257,2016/11/18 18:14:59+00,00/18/2016 10:15:00,,333424,DRIVER,22,F,UNKNOWN,U,2008,VOLVO,S40,PASS,,J ST,4TH ST,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
5413,CS0137214,3006,2016/09/12 20:19:00+00,00/12/2016 13:19:00,,265483,DRIVER,23,M,HISPANIC,W,2001,CHRYSLER,TOWN AND COUNTRY,PASS,,ARDEN,DEL PASO BLVD,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
5414,1283717,330,2016/03/20 01:36:00+00,00/19/2016 18:36:00,CLEAR,78898,Driver,20,M,HISPANIC,W,2013,CHEVROLET,IMPALA,PASS,3904,22ND AVE,,,Y,CITATION,M,(M) ALTER IMITATION GUN,PC,20150(A),,N,,,,,,N,"*PC FOR STOP 4000A CVC
*RELEASED PER 853.6 PC",,SEE ATTACHED PAPER CITATION,,4D
5415,CS0067580,553,2016/05/11 18:00:00+00,00/11/2016 11:00:00,,134575,DRIVER,58,M,AM. IND./AL. NATIVE,I,,,NOT IN LIST,PASS,,16TH ST,K STREET,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
5416,CS0059595,233,2016/09/03 09:20:00+00,00/03/2016 02:20:00,CLEAR,255843,DRIVER,17,M,MIXED RACE,U,,,NOT IN LIST,PASS,4938,TROUVILLE LN,,,N,CITATION,M,(M) OBSTRUCTS/RESISTS PUBLIC OFFICER,PC,148(A)(1),(M) OBSTRUCTS/RESISTS PUBLIC OFFICER,N,,,,,,N,,,Incapacitated,,
5417,CS0121514,871,2016/01/24 05:10:00+00,00/23/2016 21:10:00,CLOUDY,21813,DRIVER,19,M,AFRICAN AMERICAN,B,2005,FORD,,PASS,,SAN JOAQUIN STREET,65TH STREET,E,N,CITATION,I,(I) SIGNAL BEFORE TURN/CHANGE LANE,VC,22108,(I) SIGNAL BEFORE TURN/CHANGE LANE,N,25,25,,,,N,,,,,4D
5418,CS0165367,257,2016/07/13 17:29:59+00,00/13/2016 10:30:00,,202964,DRIVER,25,F,WHITE,W,2009,TOYOTA,YARIS,PASS,,FRUITRIDGE RD,STOCKTON BLVD,E,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,WARNING ONLY,,
5419,CS0124045,388,2016/02/08 08:23:00+00,00/08/2016 00:23:00,CLEAR,37123,DRIVER,35,M,WHITE,W,1992,CHEVROLET,S-10,TRCK,,STOCKTON BLVD,DIAS AVENUE,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
5420,CS0002470,380,2016/08/19 00:17:59+00,00/18/2016 17:18:00,,239938,DRIVER,56,M,WHITE,W,,,NOT IN LIST,PASS,,9TH ST,JAZZ ALLEY,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
5421,CS0084504,893,2016/01/07 07:54:00+00,00/06/2016 23:54:00,,5555,DRIVER,47,M,WHITE,W,,,NOT IN LIST,PASS,,FRUITRIDGE RD,71ST,W,Y,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
5422,CS0008580,530,2016/11/02 23:21:00+00,00/02/2016 16:21:00,,317547,DRIVER,21,M,WHITE,W,2005,HONDA,CIVIC,PASS,,TRUXEL RD,W. EL CAMINO,N,N,CITATION,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,N,,,,,,N,,,,,
5423,CS0152077,298,2016/10/31 18:07:00+00,00/31/2016 11:07:00,CLOUDY,315079,DRIVER,21,M,WHITE,W,2004,HONDA,CIVIC,PASS,,J ST,3RD ST,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),"(I) NO EVIDENCE OF CURRENT REGISTRATION
EXP 4/2016",N,,,,,,N,,,,,4D
5424,CS0048123,501,2016/12/13 21:43:00+00,00/13/2016 13:43:00,CLOUDY,356467,DRIVER,36,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,910,I ST,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
5425,CS0165009,257,2016/05/12 14:52:59+00,00/12/2016 07:53:00,CLEAR,135417,DRIVER,63,M,AFRICAN AMERICAN,B,1991,DODGE,DYNASTY,PASS,,DEL PASO RD,NATOMAS BLVD,E,N,CITATION,I,(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,VC,21461(A),(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,N,,,,,,N,,,,,4D
5426,CS0127732,211,2016/12/14 19:56:00+00,00/14/2016 11:56:00,CLOUDY,3,DRIVER,72,M,HISPANIC,W,2004,PONTIAC,,PASS,,W EL CAMINO,NORTHGATE,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
5427,CS0002277,380,2016/01/30 06:48:00+00,00/29/2016 22:48:00,,28026,DRIVER,23,F,WHITE,W,,,NOT IN LIST,PASS,,20TH ST,K ST,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,SHOT OF PSTRON,,,,
5428,CS0138019,842,2016/03/30 17:13:59+00,00/30/2016 10:14:00,,89420,DRIVER,32,M,HISPANIC,W,2003,TOYOTA,CAMRY,PASS,3420,SAN JOSE WAT,,N,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4T
5429,CS0168216,257,2016/11/03 16:28:00+00,00/03/2016 09:28:00,CLEAR,318222,DRIVER,35,M,UNKNOWN,U,1998,TOYOTA,AVALON,PASS,,DEL PASO BLVD,BARSTOW ST,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
5430,CS0142958,886,2016/06/30 18:20:00+00,00/30/2016 11:20:00,,188485,DRIVER,54,M,AFRICAN AMERICAN,B,1996,DODGE,RAM 150,TRCK,2615,BROADWAY,,E,N,CITATION,I,(I) DRIVE VEHICLE OVER/ACROSS DIVIDED HIGHWAY,VC,21651(A)(1),(I) DRIVE VEHICLE OVER/ACROSS DIVIDED HIGHWAY,N,5,,,,,N,,,,,VN
5431,CS0014024,859,2016/04/25 23:38:00+00,00/25/2016 16:38:00,CLEAR,117695,DRIVER,27,F,HISPANIC,W,2002,NISSAN,ALTIMA,PASS,,24TH STREET,MEADOWVIEW RD,,N,WARNING,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,N,,,,,,N,,,,,4T
5432,CS0062562,866,2016/06/30 20:55:00+00,00/30/2016 13:55:00,,188651,DRIVER,58,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,K,STREET,STREET,,Y,CITATION,I,(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,SCC,12.52.030(A),(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,N,,,,,,N,,,,,
5433,CS0102279,660,2016/09/26 20:54:00+00,00/26/2016 13:54:00,CLEAR,279627,DRIVER,27,M,UNKNOWN,U,1998,HONDA,CIVIC,PASS,,POPPY HILL DR,VIADER,E,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),"(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS

FAILED TO STOP FOR PEDESTRIAN",N,,,,,,N,"DRV APPR XWALK AS PED WAS STILL XROSSING. DRV DIDN'T EVEN SLOW FOR XWALK. SPPED APPROX 25. PED HURRIED TO CURBLINE WHEN SHE SAW DEF NOT STOPPING. SHE TURNED, POINTED, AND YELLED AT DEF AS HE DROVE BY. DRV SAID HE SAW PED BUT WAS LATE TO PICK UP NEPH FROM SCHOOL. UPON CONTACT DEF SAID HIS LIC WAS SUSP.",,,,2D
5434,CS0136239,522,2016/12/06 21:04:59+00,00/06/2016 13:05:00,,349627,DRIVER,38,M,WHITE,W,2014,FORD,TRANSIT CONNECT CARGO,PASS,,EL CAMINO AVE,ERICKSON ST,,N,WARNING,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,WARNING ONLY,,
5435,CS0165035,257,2016/05/17 18:07:00+00,00/17/2016 11:07:00,CLEAR,140818,DRIVER,61,M,WHITE,W,2006,TOYOTA,SIENNA,TRCK,,RICHARDS BLVD,N. 10TH ST,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,VC
5436,CS0160517,582,2016/07/15 16:34:00+00,00/15/2016 09:34:00,CLEAR,205048,DRIVER,37,F,AFRICAN AMERICAN,B,1996,BUICK,REGAL,PASS,,3561 N FREEWAY BLVD,,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
5437,CS0032144,3103,2016/06/27 17:25:00+00,00/27/2016 10:25:00,,185037,DRIVER,48,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,ARDEN WAY,DEL PASO BLVD,,N,WARNING,I,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,VC,21955,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,N,,,,,,N,,,WARNING ONLY,,
5438,CS0084058,455,2016/04/27 18:30:59+00,00/27/2016 11:31:00,CLEAR,119541,DRIVER,40,M,AFRICAN AMERICAN,B,2010,CHEVROLET,CAMARO,PASS,,49TH ST,FRUITRIDGE RD,W,N,WARNING,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES- FRONT PLATE MISSING,N,,,,,,N,,,WARNING ONLY,,2T
5439,CS0002376,380,2016/06/02 01:46:00+00,00/01/2016 18:46:00,,157224,DRIVER,20,M,HISPANIC,W,,,NOT IN LIST,PASS,222,JIBBOOM ST,,,N,CITATION,M,(M)UNLAWFUL POSSESSION OF ALCOHOL BY MINOR,BP,25662(A),(M)UNLAWFUL POSSESSION OF ALCOHOL BY MINOR,N,,,,,,N,,,,,
5440,CS0001177,530,2016/01/20 18:36:59+00,00/20/2016 10:37:00,,17972,DRIVER,28,F,AFRICAN AMERICAN,B,1994,FORD,ESCORT,PASS,,SEQUOIA PACIFIC BLVD,RICHARDS BLVD,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
5441,CS0142947,886,2016/06/16 21:59:59+00,00/16/2016 15:00:00,,173503,DRIVER,55,F,UNKNOWN,U,2005,TOYOTA,SEQUOIA,PASS,,27TH ST,BROADWAY,E,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,,,,,,N,,,,,4H
5442,CS0069105,501,2016/09/02 19:47:59+00,00/02/2016 12:48:00,,255087,DRIVER,51,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,915,I ST,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
5443,CS0039268,931,2016/12/20 23:36:59+00,00/20/2016 15:37:00,CLEAR,363480,DRIVER,44,M,AFRICAN AMERICAN,B,2002,ACURA,TL,PASS,5450,STOCKTON BLVD,,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
5444,CS0167513,898,2016/10/08 22:57:59+00,00/08/2016 15:58:00,,292054,DRIVER,20,F,WHITE,W,,,NOT IN LIST,PASS,6000,J ST,,,N,CITATION,M,(M)UNLAWFUL POSSESSION OF ALCOHOL BY MINOR,BP,25662(A),(M)UNLAWFUL POSSESSION OF ALCOHOL BY MINOR,N,,,,,,N,,,,,
5445,CS0167073,886,2016/08/01 20:38:00+00,00/01/2016 13:38:00,CLEAR,222395,DRIVER,34,F,MIXED RACE,U,,,NOT IN LIST,PASS,,BROADWAY,24TH ST,N,N,CITATION,I,(I) JAYWALKING PEDESTRIAN,SCC,10.20.020,(I) JAYWALKING PEDESTRIAN,N,5,,,,,N,,,,,
5446,CS0168144,257,2016/10/13 16:04:00+00,00/13/2016 09:04:00,,296800,DRIVER,51,F,WHITE,W,2014,MERCEDES-BENZ,C-CLASS,PASS,,TRUXEL RD,SAN JUAN RD,S,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,WARNING ONLY,,
5447,CS0144055,779,2016/10/28 15:46:59+00,00/21/2016 08:47:00,CLEAR,305168,DRIVER,66,M,WHITE,W,2005,FORD,RANGER,PTRK,,TRUXEL RD,W EL CAMINO AVE,N,N,CITATION,I,(I) EVIDENCE OF FINANCIAL RESPONSIBILITY,VC,16028(C),(I) EVIDENCE OF FINANCIAL RESPONSIBILITY,N,,,,,,Y,,,Accident,,PK
5448,CS0164788,530,2016/08/08 18:01:00+00,00/08/2016 11:01:00,,229346,DRIVER,20,M,UNKNOWN,U,2008,BMW,3 SERIES,PASS,,16TH TH ST,S ST,N,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,
