CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0136683,946,2021/07/02 00:00:00+00,2023/02/01 07:32:00+00,2021/07/02 00:00:00+00,2023/02/01 07:32:00+00,CLEAR,183805,DRIVER,16,F,AFRICAN AMERICAN,B,2012,FORD,FUSION,PASS,,24TH ST,52ND AVE,S,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,69,35,LIDAR,HANDHELD,,N,,,,,4D,5959
CS0072656,920,2021/07/02 00:00:00+00,2023/02/01 06:03:00+00,2021/07/02 00:00:00+00,2023/02/01 06:03:00+00,CLEAR,183735,DRIVER,62,M,AFRICAN AMERICAN,B,2001,GMC,,PASS,,STOCKTON BLVD,FRUITRIDGE RD,S,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,5960
CS0072657,920,2021/07/02 00:00:00+00,2023/02/01 06:38:00+00,2021/07/02 00:00:00+00,2023/02/01 06:38:00+00,CLEAR,183755,DRIVER,27,F,WHITE,W,2007,VOLVO,,PASS,,FRUITRIDGE RD,65TH STREET EXPY,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5961
CS0216472,530,2021/07/02 00:00:00+00,2023/02/01 11:56:00+00,2021/07/02 00:00:00+00,2023/02/01 11:56:00+00,,184124,DRIVER,22,M,ASIAN INDIAN,A,2020,TOYOTA,,PASS,,POWER INN RD,FOLSOM BLVD,N,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,35,LIDAR,,,N,,,,,,5962
CS0072670,920,2021/07/02 00:00:00+00,2023/02/01 10:56:00+00,2021/07/02 00:00:00+00,2023/02/01 10:56:00+00,CLEAR,184039,DRIVER,50,M,WHITE,W,2004,CHEVROLET,,PASS,,FOLSOM BLVD,60TH ST,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,5963
CS0136691,946,2021/07/02 00:00:00+00,2023/02/01 12:12:00+00,2021/07/02 00:00:00+00,2023/02/01 12:12:00+00,CLEAR,184149,DRIVER,26,M,WHITE,W,2002,BMW,3 SERIES,PASS,,FLORIN RD,STOCKTON BLVD,E,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,2D,5964
CS0221379,407,2021/07/02 00:00:00+00,2023/02/01 10:23:00+00,2021/07/02 00:00:00+00,2023/02/01 10:23:00+00,,183983,DRIVER,48,M,ASIAN OTHER,A,2020,HYUNDAI,ELANTRA,PASS,,75TH ST,50TH AVE,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,5965
CS0216459,530,2021/07/02 00:00:00+00,2023/02/01 06:39:00+00,2021/07/02 00:00:00+00,2023/02/01 06:39:00+00,,183758,DRIVER,26,F,HISPANIC,W,2015,NISSAN,NOT IN LIST,PASS,,GRAND AVE,TAYLOR ST,W,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,5966
CS0136687,946,2021/07/02 00:00:00+00,2023/02/01 10:12:00+00,2021/07/02 00:00:00+00,2023/02/01 10:12:00+00,CLEAR,183962,DRIVER,24,M,HISPANIC,W,2017,INFINITI,Q60,PASS,,OCCIDENTAL DR,LAKEFOREST DR,S,N,CITATION,I,(I) OBJECT OBSTRUCTING DRIVER'S VIEW,VC,26708(A)(2),,N,,,,,,N,,,,,4D,5967
CS0136691,946,2021/07/02 00:00:00+00,2023/02/01 12:12:00+00,2021/07/02 00:00:00+00,2023/02/01 12:12:00+00,CLEAR,184149,DRIVER,26,M,WHITE,W,2002,BMW,3 SERIES,PASS,,FLORIN RD,STOCKTON BLVD,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,,,2D,5968
CS0216466,530,2021/07/02 00:00:00+00,2023/02/01 10:32:00+00,2021/07/02 00:00:00+00,2023/02/01 10:32:00+00,,184002,DRIVER,20,M,HISPANIC,W,2004,CHEVROLET,NOT IN LIST,PASS,,T ST,34TH ST,N,N,Citation,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),,N,,35,LIDAR,,,N,,,,,,5969
CS0215532,655,2021/07/02 00:00:00+00,2023/02/01 08:26:00+00,2021/07/02 00:00:00+00,2023/02/01 08:26:00+00,,183851,DRIVER,36,M,AFRICAN AMERICAN,B,1997,HONDA,ACCORD,PASS,,RICHARDS BLVD,N 5TH ST,,N,WARNING,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,WARNING ONLY,,4D,5970
CS0216474,530,2021/07/02 00:00:00+00,2023/02/01 12:16:00+00,2021/07/02 00:00:00+00,2023/02/01 12:16:00+00,,184159,DRIVER,39,F,WHITE,W,1992,DODGE,,PASS,,FLORIN PERKINS RD,FOLSOM BLVD,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5971
CS0216473,530,2021/07/02 00:00:00+00,2023/02/01 12:07:00+00,2021/07/02 00:00:00+00,2023/02/01 12:07:00+00,,184141,DRIVER,27,F,HISPANIC,W,2013,LEXUS,,PASS,,FLORIN PERKINS RD,FOLSOM BLVD,S,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,5972
CS0216468,530,2021/07/02 00:00:00+00,2023/02/01 10:57:00+00,2021/07/02 00:00:00+00,2023/02/01 10:57:00+00,,184036,DRIVER,25,M,HISPANIC,W,2005,DODGE,,PASS,,STOCKTON BLVD,FRUITRIDGE RD,W,N,Citation,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,35,LIDAR,,,N,,,,,,5973
CS0072657,920,2021/07/02 00:00:00+00,2023/02/01 06:38:00+00,2021/07/02 00:00:00+00,2023/02/01 06:38:00+00,CLEAR,183755,DRIVER,27,F,WHITE,W,2007,VOLVO,,PASS,,FRUITRIDGE RD,65TH STREET EXPY,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,5974
CS0072670,920,2021/07/02 00:00:00+00,2023/02/01 10:56:00+00,2021/07/02 00:00:00+00,2023/02/01 10:56:00+00,CLEAR,184039,DRIVER,50,M,WHITE,W,2004,CHEVROLET,,PASS,,FOLSOM BLVD,60TH ST,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5975
CS0216471,530,2021/07/02 00:00:00+00,2023/02/01 11:46:00+00,2021/07/02 00:00:00+00,2023/02/01 11:46:00+00,,184106,DRIVER,47,F,HISPANIC,W,2014,TOYOTA,,PASS,,POWER INN RD,FOLSOM BLVD,S,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,35,LIDAR,,,N,,,,,,5976
CS0220362,270,2021/07/02 00:00:00+00,2023/02/01 11:34:00+00,2021/07/02 00:00:00+00,2023/02/01 11:34:00+00,,184094,DRIVER,45,F,WHITE,W,2016,FORD,,PASS,,FOLSOM BLVD,33RD ST,E,N,WARNING,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,WARNING ONLY,,,5977
CS0136682,946,2021/07/02 00:00:00+00,2023/02/01 07:09:00+00,2021/07/02 00:00:00+00,2023/02/01 07:09:00+00,CLEAR,183780,DRIVER,26,F,HISPANIC,W,2007,FORD,MUSTANG,PASS,,24TH ST,52ND AVE,N,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,58,35,LIDAR,HANDHELD,,N,,,,,2D,5978
CS0220354,270,2021/07/02 00:00:00+00,2023/02/01 09:56:00+00,2021/07/02 00:00:00+00,2023/02/01 09:56:00+00,,183936,DRIVER,30,M,HISPANIC,W,2005,TOYOTA,4RUNNER,PASS,,POWER INN RD,19TH AVE,N,N,Citation,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),,N,77,45,LIDAR,HANDHELD,LH002648,N,,,,,,5979
CS0221361,407,2021/07/01 00:00:00+00,2023/02/01 07:56:00+00,2021/07/01 00:00:00+00,2023/02/01 07:56:00+00,,182659,DRIVER,27,F,HISPANIC,W,2014,KIA,SORENTO,PASS,,MCMAHON DR,63RD ST,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,5980
CS0136678,946,2021/07/01 00:00:00+00,2023/02/01 10:31:00+00,2021/07/01 00:00:00+00,2023/02/01 10:31:00+00,CLEAR,182810,DRIVER,26,M,HISPANIC,W,2004,ACURA,,PASS,,FRANKLIN BLVD,MEADOWGATE DR,S,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,,,4D,5981
CS0221367,407,2021/07/01 00:00:00+00,2023/02/01 12:17:00+00,2021/07/01 00:00:00+00,2023/02/01 12:17:00+00,,182904,DRIVER,27,F,ASIAN OTHER,A,2006,HONDA,CR-V,PASS,,POWER INN RD,21ST AVE,,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,5982
CS0220337,270,2021/07/01 00:00:00+00,2023/02/01 11:17:00+00,2021/07/01 00:00:00+00,2023/02/01 11:17:00+00,,182852,DRIVER,30,M,WHITE,W,2015,LEXUS,,PASS,,H ST,ALHAMBRA BLVD,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5983
CS0094121,261,2021/07/01 00:00:00+00,2023/02/01 16:13:00+00,2021/06/28 00:00:00+00,2023/02/01 08:00:00+00,CLEAR,179471,DRIVER,26,M,HISPANIC,W,2010,FORD,FUSION,PASS,,FEE DRIVE,BLUMENFELD DRIVE,E,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,35,,,,,Y,,,Accident,,4D,5984
CS0216454,530,2021/07/01 00:00:00+00,2023/02/01 08:48:00+00,2021/07/01 00:00:00+00,2023/02/01 08:48:00+00,,182710,DRIVER,47,M,HISPANIC,W,2000,TOYOTA,,PASS,,FORD RD,NORWOOD AVE,S,N,Citation,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,,N,,,,,,N,,,,,,5985
CS0216454,530,2021/07/01 00:00:00+00,2023/02/01 08:48:00+00,2021/07/01 00:00:00+00,2023/02/01 08:48:00+00,,182710,DRIVER,47,M,HISPANIC,W,2000,TOYOTA,,PASS,,FORD RD,NORWOOD AVE,S,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,5986
CS0220338,270,2021/07/01 00:00:00+00,2023/02/01 11:29:00+00,2021/07/01 00:00:00+00,2023/02/01 11:29:00+00,,182864,DRIVER,32,F,HISPANIC,W,2003,TOYOTA,,PASS,,ALHAMBRA BLVD,H ST,W,N,WARNING,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,WARNING ONLY,,,5987
CS0220336,270,2021/07/01 00:00:00+00,2023/02/01 08:42:00+00,2021/07/01 00:00:00+00,2023/02/01 08:42:00+00,,182830,DRIVER,56,M,ASIAN OTHER,A,2010,TOYOTA,NOT IN LIST,PASS,,65TH STREET EXPY,9TH AVE,N,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5988
CS0072653,920,2021/07/01 00:00:00+00,2023/02/01 10:02:00+00,2021/07/01 00:00:00+00,2023/02/01 10:02:00+00,CLEAR,182784,DRIVER,39,M,HISPANIC,W,2004,CHEVROLET,,PASS,,NORTHGATE BLVD,TANDY WAY,S,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,5989
1368354,979,2021/07/01 00:00:00+00,2023/02/01 00:21:00+00,2021/07/01 00:00:00+00,2023/02/01 00:21:00+00,,182475,Driver,63,M,AFRICAN AMERICAN,B,1998,ACURA,RL,,,NORTHGATE BLVD,N MARKET BLVD,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,Y,,,,,,5990
CS0224525,916,2021/07/01 00:00:00+00,2023/02/01 15:01:00+00,2021/07/01 00:00:00+00,2023/02/01 15:01:00+00,,183058,DRIVER,18,M,AFRICAN AMERICAN,B,2008,INFINITI,M35,PASS,860,ARDEN WAY,,,N,Citation,I,(I) DRIVE WHILE IN POSSESSION OF LESS THAN 1 OZ OF MARIJUANA,VC,23222(B)(1),,N,,,,,,N,,,,,4D,5991
CS0072652,920,2021/07/01 00:00:00+00,2023/02/01 09:17:00+00,2021/07/01 00:00:00+00,2023/02/01 09:17:00+00,CLEAR,182735,DRIVER,41,F,AFRICAN AMERICAN,B,2014,FORD,,PASS,,DEL PASO RD,NATOMAS BLVD,W,N,CITATION,I,(I) OBJECT OBSTRUCTING DRIVER'S VIEW,VC,26708(A)(2),,N,,,,,,N,,,,,,5992
CS0220328,270,2021/07/01 00:00:00+00,2023/02/01 07:30:00+00,2021/07/01 00:00:00+00,2023/02/01 07:30:00+00,,182641,DRIVER,58,F,WHITE,W,2005,TOYOTA,,PASS,,POWER INN RD,19TH AVE,S,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,62,45,LIDAR,HANDHELD,LH002648,N,,,,,,5993
CS0216450,530,2021/07/01 00:00:00+00,2023/02/01 07:20:00+00,2021/07/01 00:00:00+00,2023/02/01 07:20:00+00,,182633,DRIVER,36,F,AFRICAN AMERICAN,B,2014,DODGE,,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,,N,50,35,LIDAR,HANDHELD,,N,,,,,,5994
CS0216450,530,2021/07/01 00:00:00+00,2023/02/01 07:20:00+00,2021/07/01 00:00:00+00,2023/02/01 07:20:00+00,,182633,DRIVER,36,F,AFRICAN AMERICAN,B,2014,DODGE,,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,50,35,LIDAR,HANDHELD,,N,,,,,,5995
CS0216451,530,2021/07/01 00:00:00+00,2023/02/01 07:29:00+00,2021/07/01 00:00:00+00,2023/02/01 07:29:00+00,,182639,DRIVER,61,F,WHITE,W,2004,SATURN,,PASS,,DEL PASO BLVD,FAIRFIELD ST,S,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,50,25,PACED,HANDHELD,,N,,,,,,5996
CS0220330,270,2021/07/01 00:00:00+00,2023/02/01 07:47:00+00,2021/07/01 00:00:00+00,2023/02/01 07:47:00+00,,182654,DRIVER,24,M,HISPANIC,W,2013,HONDA,,PASS,,POWER INN RD,FRUITRIDGE RD,N,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,5997
CS0215524,655,2021/07/01 00:00:00+00,2023/02/01 09:14:00+00,2021/07/01 00:00:00+00,2023/02/01 09:14:00+00,,182731,DRIVER,22,M,HISPANIC,W,2015,LEXUS,IS 250,PASS,,16TH ST,T ST,,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,Owner's Responsibility,,4D,5998
CS0220331,270,2021/07/01 00:00:00+00,2023/02/01 08:02:00+00,2021/07/01 00:00:00+00,2023/02/01 08:02:00+00,,182666,DRIVER,18,M,AFRICAN AMERICAN,B,2014,AUDI,,PASS,,POWER INN RD,19TH AVE,S,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,80,45,LIDAR,HANDHELD,LH002648,N,,,,,,5999
CS0220333,270,2021/07/01 00:00:00+00,2023/02/01 08:13:00+00,2021/07/01 00:00:00+00,2023/02/01 08:13:00+00,,182681,DRIVER,35,M,WHITE,W,2014,FORD,NOT IN LIST,PASS,,POWER INN RD,19TH AVE,S,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,69,45,LIDAR,HANDHELD,LH002648,N,,,,,,6000
CS0228066,931,2021/07/07 00:00:00+00,2023/02/01 08:47:00+00,2021/07/07 00:00:00+00,2023/02/01 08:47:00+00,,189678,DRIVER,39,M,EAST INDIAN,W,2021,DODGE,,PASS,,FRANKLIN BLVD,VILLAGE WOOD DR,N,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,60,45,LIDAR,HANDHELD,,N,,,WARNING ONLY,,,6001
CS0228062,931,2021/07/07 00:00:00+00,2023/02/01 07:25:00+00,2021/07/07 00:00:00+00,2023/02/01 07:25:00+00,,189617,DRIVER,40,M,AFRICAN AMERICAN,B,2016,NISSAN,,PASS,,FREEPORT BLVD,FLORIN RD,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,75,50,LIDAR,HANDHELD,,N,,,,,,6002
CS0213180,3008,2021/07/07 00:00:00+00,2023/02/01 10:49:00+00,2021/07/07 00:00:00+00,2023/02/01 10:49:00+00,,189820,DRIVER,26,F,WHITE,W,2016,MAZDA,MAZDA3,PASS,,27TH ST,H ST,,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,WARNING ONLY,,,6003
CS0136698,946,2021/07/07 00:00:00+00,2023/02/01 07:20:00+00,2021/07/07 00:00:00+00,2023/02/01 07:20:00+00,CLEAR,189614,DRIVER,41,F,WHITE,W,2018,TOYOTA,4RUNNER,PASS,,FREEPORT BLVD,FLORIN RD,N,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,64,50,LIDAR,HANDHELD,,N,,,,,4D,6004
CS0220780,592,2021/07/07 00:00:00+00,2023/02/01 05:52:00+00,2021/07/07 00:00:00+00,2023/02/01 05:52:00+00,,189580,DRIVER,54,M,WHITE,W,2018,LEXUS,,PASS,,BUS 80 WB,FULTON AVE,,N,Citation,I,(I) UNSAFE TURNING MOVEMENT,VC,22107,,N,,,,,,N,,,,,4D,6005
CS0052540,630,2021/07/14 00:00:00+00,2023/02/01 09:32:00+00,2021/07/14 00:00:00+00,2023/02/01 09:32:00+00,CLEAR,196942,DRIVER,38,F,WHITE,W,2015,SUBARU,FORESTER,PASS,,SUTTERVILLE RD,,W,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,4T,6006
1331383,3140,2021/07/07 00:00:00+00,2023/02/01 09:41:00+00,2021/07/07 00:00:00+00,2023/02/01 09:41:00+00,,189729,Driver,28,F,AFRICAN AMERICAN,B,,,,,,GRAND AVE,MARYSVILLE BLVD,,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,,,,,,N,,,,,,6007
CS0228073,931,2021/07/08 00:00:00+00,2023/02/01 10:22:00+00,2021/07/08 00:00:00+00,2023/02/01 10:22:00+00,,190801,DRIVER,22,F,ASIAN OTHER,A,2010,KIA,,PASS,,RIVERSIDE BLVD,PARK RIVIERA WAY,N,N,Citation,M,(M) RECKLESS DRIVING,VC,23103(A),,N,,,,,,N,,,,,,6008
CS0048916,897,2021/07/08 00:00:00+00,2023/02/01 20:00:00+00,2021/07/08 00:00:00+00,2023/02/01 20:00:00+00,,191423,DRIVER,35,M,EAST INDIAN,W,2015,LEXUS,CT 200H,PASS,,TRUXEL,W EL CAMINO,,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,WARNING ONLY,,,6009
1341222,1002,2021/07/08 00:00:00+00,2023/02/01 10:05:00+00,2021/07/08 00:00:00+00,2023/02/01 10:05:00+00,,190773,Driver,43,M,AFRICAN AMERICAN,B,,,,,,6366 MACK RD,,,N,CITATION,M,(M) TRESPASSING,PC,602,used city code 9.16.040(B) S.C.C.,N,,,,,,N,,,,,,6010
1367867,8135,2021/07/08 00:00:00+00,2023/02/01 17:40:00+00,2021/07/08 00:00:00+00,2023/02/01 17:40:00+00,,191285,Driver,18,M,WHITE,W,2000,HONDA,CRV,,,SAN JUAN RD,AIRPORT RD,,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,,,,,,N,,,,,,6011
CS0159664,898,2021/07/08 00:00:00+00,2023/02/01 14:15:00+00,2021/07/08 00:00:00+00,2023/02/01 14:15:00+00,,191043,DRIVER,42,M,AFRICAN AMERICAN,B,2000,LAND ROVER,RANGE ROVER,PASS,,STOCKTON,FOWLER,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,6012
CS0048914,897,2021/07/08 00:00:00+00,2023/02/01 18:01:00+00,2021/07/08 00:00:00+00,2023/02/01 18:01:00+00,,191302,DRIVER,32,M,EAST INDIAN,W,2014,CHEVROLET,CAPRICE,PASS,,TRUXEL,PEBBLEWOOD,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,6013
CS0228070,931,2021/07/08 00:00:00+00,2023/02/01 08:14:00+00,2021/07/08 00:00:00+00,2023/02/01 08:14:00+00,,190670,DRIVER,21,M,WHITE,W,2002,HARLEY-DAVIDSON,,PASS,,FRANKLIN BLVD,VILLAGE WOOD DR,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,65,45,LIDAR,HANDHELD,,N,,,,,,6014
1341221,1002,2021/07/08 00:00:00+00,2023/02/01 10:05:00+00,2021/07/08 00:00:00+00,2023/02/01 10:05:00+00,,190773,Driver,45,F,AFRICAN AMERICAN,B,,,,,,6366 MACK RD,,,N,CITATION,M,(M) TRESPASSING,PC,602,Used city code 9.16.040(B) S.C.C.,N,,,,,,N,,,,,,6015
CS0048911,897,2021/07/08 00:00:00+00,2023/02/01 16:30:00+00,2021/07/08 00:00:00+00,2023/02/01 16:30:00+00,,191207,DRIVER,34,M,HISPANIC,W,2019,CHEVROLET,IMPALA,PASS,,NORTHGATE,SAN JUAN,,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,WARNING ONLY,,,6016
CS0153745,719,2021/07/08 00:00:00+00,2023/02/01 10:34:00+00,2021/07/08 00:00:00+00,2023/02/01 10:34:00+00,,190789,DRIVER,46,M,AFRICAN AMERICAN,B,1992,FORD,E-SERIES CARGO,PASS,100,OPPORTUNITY ST,,,Y,CITATION,M,(M) REC STOLEN PROP-MISD,PC,496(A),,N,,,,,,N,,,,,2T,6017
CS0228068,931,2021/07/08 00:00:00+00,2023/02/01 07:19:00+00,2021/07/08 00:00:00+00,2023/02/01 07:19:00+00,,190638,DRIVER,25,M,AFRICAN AMERICAN,B,2003,TOYOTA,,PASS,,I-5 SB,SUTTER ILL RD,S,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,85,,,,,N,,,,,,6018
CS0228069,931,2021/07/08 00:00:00+00,2023/02/01 07:22:00+00,2021/07/08 00:00:00+00,2023/02/01 07:22:00+00,,190654,DRIVER,41,M,HISPANIC,W,2004,CHEVROLET,NOT IN LIST,PASS,,FRANKLIN BLVD,IDAHO DR,N,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,63,45,LIDAR,HANDHELD,,N,,,WARNING ONLY,,,6019
CS0211011,665,2021/07/08 00:00:00+00,2023/02/01 09:23:00+00,2021/07/08 00:00:00+00,2023/02/01 09:23:00+00,,190731,DRIVER,56,F,HISPANIC,W,2017,CHRYSLER,,PASS,,28TH ST,F ST,,N,WARNING,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,WARNING ONLY,,,6020
CS0048912,897,2021/07/08 00:00:00+00,2023/02/01 16:33:00+00,2021/07/08 00:00:00+00,2023/02/01 16:33:00+00,,191250,DRIVER,45,F,HISPANIC,W,2013,DODGE,DURANGO,PASS,,W EL CAMINO,TRUXEL,,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,WARNING ONLY,,,6021
CS0228071,931,2021/07/08 00:00:00+00,2023/02/01 08:55:00+00,2021/07/08 00:00:00+00,2023/02/01 08:55:00+00,,190707,DRIVER,27,M,EAST INDIAN,W,2008,HONDA,,PASS,,AMHERST ST,71ST AVE,N,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,6022
CS0159664,898,2021/07/08 00:00:00+00,2023/02/01 14:15:00+00,2021/07/08 00:00:00+00,2023/02/01 14:15:00+00,,191043,DRIVER,42,M,AFRICAN AMERICAN,B,2000,LAND ROVER,RANGE ROVER,PASS,,STOCKTON,FOWLER,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,6023
CS0048914,897,2021/07/08 00:00:00+00,2023/02/01 18:01:00+00,2021/07/08 00:00:00+00,2023/02/01 18:01:00+00,,191302,DRIVER,32,M,EAST INDIAN,W,2014,CHEVROLET,CAPRICE,PASS,,TRUXEL,PEBBLEWOOD,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,6024
CS0218021,659,2021/07/08 00:00:00+00,2023/02/01 18:09:00+00,2021/07/08 00:00:00+00,2023/02/01 18:09:00+00,,191313,DRIVER,30,M,WHITE,W,2006,VOLKSWAGEN,JETTA,PASS,,POWER INN RD,21ST AVE,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,6025
CS0038535,1040,2021/07/08 00:00:00+00,2023/02/01 14:23:00+00,2021/07/08 00:00:00+00,2023/02/01 14:23:00+00,,190884,DRIVER,32,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,480 REDWOOD AVE,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,Refusal,,,6026
CS0218021,659,2021/07/08 00:00:00+00,2023/02/01 18:09:00+00,2021/07/08 00:00:00+00,2023/02/01 18:09:00+00,,191313,DRIVER,30,M,WHITE,W,2006,VOLKSWAGEN,JETTA,PASS,,POWER INN RD,21ST AVE,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,6027
