CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0215981,655,2022/05/18 00:00:00+00,2023/02/01 08:02:00+00,2022/05/18 00:00:00+00,2023/02/01 08:02:00+00,,137749,DRIVER,23,M,AFRICAN AMERICAN,B,2006,MERCEDES-BENZ,,PASS,,TRUXEL,GATEWAY PARK,,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,5250
CS0215981,655,2022/05/18 00:00:00+00,2023/02/01 08:02:00+00,2022/05/18 00:00:00+00,2023/02/01 08:02:00+00,,137749,DRIVER,23,M,AFRICAN AMERICAN,B,2006,MERCEDES-BENZ,,PASS,,TRUXEL,GATEWAY PARK,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5251
CS0215982,655,2022/05/18 00:00:00+00,2023/02/01 08:44:00+00,2022/05/18 00:00:00+00,2023/02/01 08:44:00+00,,137795,DRIVER,42,M,AFRICAN AMERICAN,B,2005,LEXUS,NOT IN LIST,PASS,,GRAND,TAYLOR,,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,5252
CS0215982,655,2022/05/18 00:00:00+00,2023/02/01 08:44:00+00,2022/05/18 00:00:00+00,2023/02/01 08:44:00+00,,137795,DRIVER,42,M,AFRICAN AMERICAN,B,2005,LEXUS,NOT IN LIST,PASS,,GRAND,TAYLOR,,N,CITATION,I,(I)BUMPERS REQUIRED-PASSENGER VEH,VC,28071,,N,,,,,,N,,,,,,5253
CS0215982,655,2022/05/18 00:00:00+00,2023/02/01 08:44:00+00,2022/05/18 00:00:00+00,2023/02/01 08:44:00+00,,137795,DRIVER,42,M,AFRICAN AMERICAN,B,2005,LEXUS,NOT IN LIST,PASS,,GRAND,TAYLOR,,N,CITATION,I,(I) REARVIEW MIRRORS REQUIRED/ONE ON LEFT SIDE,VC,26709(A)(1)(2),,N,,,,,,N,,,,,,5254
CS0215971,655,2022/05/11 00:00:00+00,2023/02/01 11:14:00+00,2022/05/11 00:00:00+00,2023/02/01 11:14:00+00,,130979,DRIVER,30,M,WHITE,W,2007,INFINITI,,PASS,2800,J ST,,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5255
CS0235483,946,2022/05/19 00:00:00+00,2023/02/01 09:28:00+00,2022/05/19 00:00:00+00,2023/02/01 09:28:00+00,CLEAR,138879,DRIVER,35,M,AFRICAN AMERICAN,B,2005,SATURN,RELAY,PASS,,MACK RD,TANGERINE WAY,E,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5256
CS0235483,946,2022/05/19 00:00:00+00,2023/02/01 09:28:00+00,2022/05/19 00:00:00+00,2023/02/01 09:28:00+00,CLEAR,138879,DRIVER,35,M,AFRICAN AMERICAN,B,2005,SATURN,RELAY,PASS,,MACK RD,TANGERINE WAY,E,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,5257
CS0235483,946,2022/05/19 00:00:00+00,2023/02/01 09:28:00+00,2022/05/19 00:00:00+00,2023/02/01 09:28:00+00,CLEAR,138879,DRIVER,35,M,AFRICAN AMERICAN,B,2005,SATURN,RELAY,PASS,,MACK RD,TANGERINE WAY,E,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,5258
CS0235483,946,2022/05/19 00:00:00+00,2023/02/01 09:28:00+00,2022/05/19 00:00:00+00,2023/02/01 09:28:00+00,CLEAR,138879,DRIVER,35,M,AFRICAN AMERICAN,B,2005,SATURN,RELAY,PASS,,MACK RD,TANGERINE WAY,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,5259
CS0235484,946,2022/05/19 00:00:00+00,2023/02/01 09:49:00+00,2022/05/19 00:00:00+00,2023/02/01 09:49:00+00,CLEAR,138908,DRIVER,36,F,HISPANIC,W,2009,DODGE,CHALLENGER,PASS,,MACK RD,CENTER PKWY,E,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,65,45,PACED,HANDHELD,,N,,,,,,5260
CS0235484,946,2022/05/19 00:00:00+00,2023/02/01 09:49:00+00,2022/05/19 00:00:00+00,2023/02/01 09:49:00+00,CLEAR,138908,DRIVER,36,F,HISPANIC,W,2009,DODGE,CHALLENGER,PASS,,MACK RD,CENTER PKWY,E,N,Citation,I,(I) MAXIMUM SPEED - OVER 55 LIMIT,VC,22349(B),,N,65,45,PACED,HANDHELD,,N,,,,,,5261
CS0235485,946,2022/05/19 00:00:00+00,2023/02/01 09:59:00+00,2022/05/19 00:00:00+00,2023/02/01 09:59:00+00,CLEAR,138912,DRIVER,45,M,AFRICAN AMERICAN,B,2008,LEXUS,LS 460,PASS,,VALLEY HI DR,CENTER PKWY,W,N,Citation,I,(I) TAIL LAMP REQUIREMENTS/SPECS,VC,24600(A),,N,,,,,,N,,,,,,5262
CS0235485,946,2022/05/19 00:00:00+00,2023/02/01 09:59:00+00,2022/05/19 00:00:00+00,2023/02/01 09:59:00+00,CLEAR,138912,DRIVER,45,M,AFRICAN AMERICAN,B,2008,LEXUS,LS 460,PASS,,VALLEY HI DR,CENTER PKWY,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5263
CS0235485,946,2022/05/19 00:00:00+00,2023/02/01 09:59:00+00,2022/05/19 00:00:00+00,2023/02/01 09:59:00+00,CLEAR,138912,DRIVER,45,M,AFRICAN AMERICAN,B,2008,LEXUS,LS 460,PASS,,VALLEY HI DR,CENTER PKWY,W,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,5264
CS0235486,946,2022/05/19 00:00:00+00,2023/02/01 10:09:00+00,2022/05/19 00:00:00+00,2023/02/01 10:09:00+00,CLEAR,138923,DRIVER,22,M,MIDDLE EASTERN,A,2006,TOYOTA,SIENNA,PASS,,VALLEY HI DR,CENTER PKWY,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,5265
CS0235487,946,2022/05/19 00:00:00+00,2023/02/01 10:19:00+00,2022/05/19 00:00:00+00,2023/02/01 10:19:00+00,CLEAR,138939,DRIVER,74,F,HISPANIC,W,2010,KIA,RONDO,PASS,,MACK RD,CENTER PKWY,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,5266
CS0275009,668,2022/05/21 00:00:00+00,2023/02/01 16:15:00+00,2022/05/12 00:00:00+00,2023/02/01 07:56:00+00,CLEAR,131886,DRIVER,29,F,WHITE,W,2012,BMW,1 SERIES,PASS,,NORTHGATE BLVD,RIO TIERRA AVE,S,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,Y,,,Accident,,CV,5267
CS0235488,946,2022/05/19 00:00:00+00,2023/02/01 10:54:00+00,2022/05/19 00:00:00+00,2023/02/01 10:54:00+00,CLEAR,138972,DRIVER,53,F,AFRICAN AMERICAN,B,2006,HYUNDAI,AZERA,PASS,,BROADWAY,16TH ST,W,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,5268
CS0235489,946,2022/05/19 00:00:00+00,2023/02/01 11:03:00+00,2022/05/19 00:00:00+00,2023/02/01 11:03:00+00,CLEAR,138982,DRIVER,39,M,EAST INDIAN,W,2016,TOYOTA,PRIUS,PASS,,X ST,16TH ST,E,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,5269
CS0235489,946,2022/05/19 00:00:00+00,2023/02/01 11:03:00+00,2022/05/19 00:00:00+00,2023/02/01 11:03:00+00,CLEAR,138982,DRIVER,39,M,EAST INDIAN,W,2016,TOYOTA,PRIUS,PASS,,X ST,16TH ST,E,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,5270
CS0235490,946,2022/05/19 00:00:00+00,2023/02/01 15:17:00+00,2022/05/19 00:00:00+00,2023/02/01 15:17:00+00,CLEAR,139238,DRIVER,22,M,HISPANIC,W,2014,CHEVROLET,MALIBU,PASS,,COSUMNES RIVER BLVD,DELTA SHORES CIRCLE,E,N,Citation,I,(I) MAXIMUM SPEED - OVER 55 LIMIT,VC,22349(B),,N,70,55,PACED,HANDHELD,,N,,,,,,5271
CS0267143,530,2022/05/19 00:00:00+00,2023/02/01 19:35:00+00,2022/05/19 00:00:00+00,2023/02/01 19:35:00+00,,1,DRIVER,48,M,HISPANIC,W,2019,FORD,,PASS,,NB 99,S/O HWY 70 SPLIT,N,N,CITATION,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),,N,84,65,PACED,HANDHELD,,N,,,,,,5272
CS0282103,931,2022/05/19 00:00:00+00,2023/02/01 08:30:00+00,2022/05/19 00:00:00+00,2023/02/01 08:30:00+00,,138821,DRIVER,24,M,AFRICAN AMERICAN,B,2012,HONDA,,PASS,,FLORIN RD,17TH ST,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,55,40,LIDAR,HANDHELD,,N,,,,,,5273
CS0282104,931,2022/05/19 00:00:00+00,2023/02/01 08:38:00+00,2022/05/19 00:00:00+00,2023/02/01 08:38:00+00,,138832,DRIVER,44,F,HISPANIC,W,2017,HYUNDAI,,PASS,,FLORIN RD,17TH ST,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,55,40,LIDAR,HANDHELD,,N,,,,,,5274
CS0282105,931,2022/05/19 00:00:00+00,2023/02/01 08:47:00+00,2022/05/19 00:00:00+00,2023/02/01 08:47:00+00,,138845,DRIVER,28,M,ASIAN OTHER,A,2015,HONDA,NOT IN LIST,PASS,,FLORIN RD,17TH ST,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,60,40,LIDAR,HANDHELD,,N,,,,,,5275
CS0282106,931,2022/05/19 00:00:00+00,2023/02/01 15:17:00+00,2022/05/19 00:00:00+00,2023/02/01 15:17:00+00,,139237,DRIVER,46,M,WHITE,W,2017,TOYOTA,,PASS,,MEADOWVIEW RD,FREEPORT BLVD,,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,5276
CS0282107,931,2022/05/19 00:00:00+00,2023/02/01 15:25:00+00,2022/05/19 00:00:00+00,2023/02/01 15:25:00+00,,1,DRIVER,22,F,MIXED RACE,U,2008,MAZDA,NOT IN LIST,PASS,,I-5 SB,LAGUNA BLVD,S,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,5277
CS0345504,579,2022/05/19 00:00:00+00,2023/02/01 19:50:00+00,2022/05/19 00:00:00+00,2023/02/01 19:50:00+00,CLEAR,139406,DRIVER,37,M,AFRICAN AMERICAN,B,2011,NISSAN,SENTRA,PASS,,STOCKTON BLVD,22ND AVE,S,N,Citation,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,4D,5278
CS0390002,449,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,CLEAR,138599,DRIVER,36,M,WHITE,W,2005,CHEVROLET,SILVERADO 1500,PASS,,32ND AVE,79TH ST,W,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,2T,5279
CS0390002,449,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,CLEAR,138599,DRIVER,36,M,WHITE,W,2005,CHEVROLET,SILVERADO 1500,PASS,,32ND AVE,79TH ST,W,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,2T,5280
CS0390002,449,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,CLEAR,138599,DRIVER,36,M,WHITE,W,2005,CHEVROLET,SILVERADO 1500,PASS,,32ND AVE,79TH ST,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,2T,5281
CS0390002,449,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,CLEAR,138599,DRIVER,36,M,WHITE,W,2005,CHEVROLET,SILVERADO 1500,PASS,,32ND AVE,79TH ST,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,2T,5282
CS0390002,449,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,2022/05/19 00:00:00+00,2023/02/01 00:14:00+00,CLEAR,138599,DRIVER,36,M,WHITE,W,2005,CHEVROLET,SILVERADO 1500,PASS,,32ND AVE,79TH ST,W,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,2T,5283
CS0235491,946,2022/05/20 00:00:00+00,2023/02/01 08:05:00+00,2022/05/20 00:00:00+00,2023/02/01 08:05:00+00,CLEAR,139934,DRIVER,27,M,HISPANIC,W,2012,FORD,MUSTANG,PASS,,INTERSTATE 50,BRADSHAW WAY,E,N,Citation,I,(I) USE OF PREFERENTIAL LANES,VC,21655.5(B),,N,90,65,PACED,HANDHELD,,N,,,,,,5284
CS0235491,946,2022/05/20 00:00:00+00,2023/02/01 08:05:00+00,2022/05/20 00:00:00+00,2023/02/01 08:05:00+00,CLEAR,139934,DRIVER,27,M,HISPANIC,W,2012,FORD,MUSTANG,PASS,,INTERSTATE 50,BRADSHAW WAY,E,N,Citation,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),,N,90,65,PACED,HANDHELD,,N,,,,,,5285
CS0245507,297,2022/05/20 00:00:00+00,2023/02/01 08:40:00+00,2022/05/20 00:00:00+00,2023/02/01 08:40:00+00,,139935,DRIVER,29,M,WHITE,W,,,,PASS,,RAILYARD S BL. ,JIBBOOM ST. ,,N,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,5286
CS0368029,897,2022/05/11 00:00:00+00,2023/02/01 19:07:00+00,2022/05/11 00:00:00+00,2023/02/01 19:07:00+00,,131440,DRIVER,43,F,HISPANIC,W,,,,PASS,2924,MARYSVILLE ,,,Y,Citation,M,(M) VISIT WHERE CONTROLLED SUBSTANCE USED,HS,11365(A),,N,,,,,,N,,,,,,5287
CS0336504,216,2022/05/20 00:00:00+00,2023/02/01 16:45:00+00,2022/05/20 00:00:00+00,2023/02/01 16:45:00+00,,140356,DRIVER,15,M,HISPANIC,W,,,,PASS,7361,BENBOW ST,,,Y,Citation,M,(M) OBSTRUCTS/RESISTS PUBLIC OFFICER,PC,148(A)(1),,N,,,,,,N,,,,,,5288
CS0336505,216,2022/05/20 00:00:00+00,2023/02/01 16:51:00+00,2022/05/20 00:00:00+00,2023/02/01 16:51:00+00,CLEAR,140356,DRIVER,18,M,HISPANIC,W,2000,CHEVROLET,SUBURBAN,PASS,7316,BENBOW ST,,,Y,CITATION,M,(I) FLEEING PEACE OFFICER'S MOTOR VEHICLE,VC,2800.1(A),,N,,,,,,N,,,,,,5289
CS0336505,216,2022/05/20 00:00:00+00,2023/02/01 16:51:00+00,2022/05/20 00:00:00+00,2023/02/01 16:51:00+00,CLEAR,140356,DRIVER,18,M,HISPANIC,W,2000,CHEVROLET,SUBURBAN,PASS,7316,BENBOW ST,,,Y,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,5290
CS0336505,216,2022/05/20 00:00:00+00,2023/02/01 16:51:00+00,2022/05/20 00:00:00+00,2023/02/01 16:51:00+00,CLEAR,140356,DRIVER,18,M,HISPANIC,W,2000,CHEVROLET,SUBURBAN,PASS,7316,BENBOW ST,,,Y,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5291
CS0339004,851,2022/05/20 00:00:00+00,2023/02/01 16:30:00+00,2022/05/20 00:00:00+00,2023/02/01 16:30:00+00,,140356,DRIVER,15,M,HISPANIC,W,,,,PASS,7316,BENBOW STREET,,,Y,CITATION,M,(M) OBSTRUCTS/RESISTS PUBLIC OFFICER,PC,148(A)(1),,N,,,,,,N,,,,,,5292
CS0368031,897,2022/05/20 00:00:00+00,2023/02/01 14:35:00+00,2022/05/20 00:00:00+00,2023/02/01 14:35:00+00,,140269,DRIVER,36,M,HISPANIC,W,2004,HONDA,ACCORD,PASS,,FAIRFIELD,SANTIAGO,E,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,4D,5293
CS0368031,897,2022/05/20 00:00:00+00,2023/02/01 14:35:00+00,2022/05/20 00:00:00+00,2023/02/01 14:35:00+00,,140269,DRIVER,36,M,HISPANIC,W,2004,HONDA,ACCORD,PASS,,FAIRFIELD,SANTIAGO,E,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,4D,5294
CS0368032,897,2022/05/20 00:00:00+00,2023/02/01 17:15:00+00,2022/05/20 00:00:00+00,2023/02/01 17:15:00+00,,140440,DRIVER,43,M,AFRICAN AMERICAN,B,2013,INFINITI,M37,PASS,,CALVADOS,EMPRESS,,Y,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,4D,5295
CS0386002,510,2022/05/20 00:00:00+00,2023/02/01 07:51:00+00,2022/05/20 00:00:00+00,2023/02/01 07:51:00+00,,149887,DRIVER,41,M,AFRICAN AMERICAN,B,,,,PASS,1942,IRIS AVENUE ,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,5296
CS0390003,449,2022/05/20 00:00:00+00,2023/02/01 22:54:00+00,2022/05/20 00:00:00+00,2023/02/01 22:54:00+00,CLEAR,140765,DRIVER,37,F,WHITE,W,2007,SATURN,VUE,PASS,,FRUITRIDGE RD,FLORIN PERKINS RD,W,N,Citation,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,,,,,,N,,,,,4T,5297
CS0390003,449,2022/05/20 00:00:00+00,2023/02/01 22:54:00+00,2022/05/20 00:00:00+00,2023/02/01 22:54:00+00,CLEAR,140765,DRIVER,37,F,WHITE,W,2007,SATURN,VUE,PASS,,FRUITRIDGE RD,FLORIN PERKINS RD,W,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,4T,5298
CS0390003,449,2022/05/20 00:00:00+00,2023/02/01 22:54:00+00,2022/05/20 00:00:00+00,2023/02/01 22:54:00+00,CLEAR,140765,DRIVER,37,F,WHITE,W,2007,SATURN,VUE,PASS,,FRUITRIDGE RD,FLORIN PERKINS RD,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,4T,5299
CS0392002,430,2022/05/20 00:00:00+00,2023/02/01 18:23:00+00,2022/05/20 00:00:00+00,2023/02/01 18:23:00+00,,140441,DRIVER,30,F,AFRICAN AMERICAN,B,,,,PASS,,7830 CENTER PKWY #149,,,N,Citation,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,5300
CS0396003,834,2022/05/20 00:00:00+00,2023/02/01 22:55:00+00,2022/05/20 00:00:00+00,2023/02/01 22:55:00+00,CLEAR,140878,DRIVER,35,M,AFRICAN AMERICAN,B,2020,KIA,TELLURIDE,PASS,,20TH ,K ST,E,N,Citation,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,10,0,,,,N,,,,,4D,5301
CS0396003,834,2022/05/20 00:00:00+00,2023/02/01 22:55:00+00,2022/05/20 00:00:00+00,2023/02/01 22:55:00+00,CLEAR,140878,DRIVER,35,M,AFRICAN AMERICAN,B,2020,KIA,TELLURIDE,PASS,,20TH ,K ST,E,N,Citation,I,(I)COLOR REQUIREMENTS OF LIGHTS VISIBLE TO FRONT AND REAR,VC,25950(A),,N,10,0,,,,N,,,,,4D,5302
1366155,232,2022/05/21 00:00:00+00,2023/02/01 11:15:00+00,2022/05/21 00:00:00+00,2023/02/01 11:15:00+00,,141145,Driver,61,M,HISPANIC,W,,,,,1522,SOUTH AVE,,,N,CITATION,M,(M) VANDALISM -$400,PC,594(B)(2)(A),,N,,,,,,N,,,,,,5303
CS0207623,944,2022/05/21 00:00:00+00,2023/02/01 09:43:00+00,2022/05/21 00:00:00+00,2023/02/01 09:43:00+00,,141109,DRIVER,36,M,WHITE,W,,,,PASS,,1211 K ST ,,,N,Citation,I,(I) SMOKE/INGEST MARIJUANA IN PUBLIC,HS,11362.3(A)(1),,N,,,,,,N,,,,,,5304
CS0209527,1054,2022/05/21 00:00:00+00,2023/02/01 19:28:00+00,2022/05/21 00:00:00+00,2023/02/01 19:28:00+00,CLEAR,141552,DRIVER,37,F,WHITE,W,2012,HONDA,CIVIC,PASS,12,STREET ,STREET,S,N,Citation,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,,,,,,N,,,,,,5305
CS0272002,232,2022/05/21 00:00:00+00,2023/02/01 15:27:00+00,2022/05/21 00:00:00+00,2023/02/01 15:27:00+00,,141145,DRIVER,61,M,HISPANIC,W,,,,PASS,1522,SOUTH,,,N,CITATION,M,(M) VANDALISM -$400,PC,594(B)(2)(A),,N,,,,,,N,PAPER CITE WAS SIGNED AND GIVEN TO THE SUSPECT. PAPER CITE NUMBER IS 1366155,,,,,5306
CS0215972,655,2022/05/11 00:00:00+00,2023/02/01 12:28:00+00,2022/05/11 00:00:00+00,2023/02/01 12:28:00+00,,131067,DRIVER,52,M,WHITE,W,2012,FORD,,PASS,2100,CAPITOL AVE,,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5307
CS0267142,530,2022/05/13 00:00:00+00,2023/02/01 11:14:00+00,2022/05/13 00:00:00+00,2023/02/01 11:14:00+00,,133046,DRIVER,23,F,WHITE,W,2002,VOLKSWAGEN,NEW BEETLE,PASS,,16TH ST,W ST,W,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,,,,,,N,,,,,,5308
CS0346507,392,2022/05/09 00:00:00+00,2023/02/01 18:04:00+00,2022/05/09 00:00:00+00,2023/02/01 18:04:00+00,CLOUDY,129534,DRIVER,19,M,WHITE,W,2006,MAZDA,MX-3,PASS,,I 80 WB,,W,N,Citation,I,(I) MAXIMUM SPEED LIMIT,VC,22348(A),,N,90,65,PACED,HANDHELD,,N,,,,,CV,5309
CS0215984,655,2022/05/18 00:00:00+00,2023/02/01 09:28:00+00,2022/05/18 00:00:00+00,2023/02/01 09:28:00+00,,137859,DRIVER,17,M,HISPANIC,W,2007,CHEVROLET,,PASS,,TAYLOR,JESSIE,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,5310
CS0275009,668,2022/05/21 00:00:00+00,2023/02/01 16:15:00+00,2022/05/12 00:00:00+00,2023/02/01 07:56:00+00,CLEAR,131886,DRIVER,29,F,WHITE,W,2012,BMW,1 SERIES,PASS,,NORTHGATE BLVD,RIO TIERRA AVE,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,Y,,,Accident,,CV,5311
CS0275010,668,2022/05/21 00:00:00+00,2023/02/01 16:29:00+00,2022/05/12 00:00:00+00,2023/02/01 07:57:00+00,CLEAR,131886,DRIVER,18,M,AFRICAN AMERICAN,B,2012,CHRYSLER,300,PASS,,NORTHGATE BLVD,RIO TIERRA AVE,E,N,CITATION,I,(I) STOP SIGN AFTER STOP SHALL YIELD RIGHT OF WAY,VC,21802(A),,N,,,,,,Y,,,Accident,,4D,5312
CS0290504,382,2022/05/21 00:00:00+00,2023/02/01 16:39:00+00,2022/05/21 00:00:00+00,2023/02/01 16:39:00+00,CLEAR,141387,DRIVER,56,M,WHITE,W,2007,MERCEDES-BENZ,500-CLASS,PASS,,I-5 SOUTHBOUND,J ST,S,N,Citation,I,(I) LANE STRADDLING/UNSAFE LANE CHANGE,VC,21658(A),,N,,,,,,N,,,,,4D,5313
CS0290504,382,2022/05/21 00:00:00+00,2023/02/01 16:39:00+00,2022/05/21 00:00:00+00,2023/02/01 16:39:00+00,CLEAR,141387,DRIVER,56,M,WHITE,W,2007,MERCEDES-BENZ,500-CLASS,PASS,,I-5 SOUTHBOUND,J ST,S,N,Citation,I,(I) TRAFF CONTROL-OTHER THAN INTERSECTION,VC,21455,,N,,,,,,N,,,,,4D,5314
CS0290504,382,2022/05/21 00:00:00+00,2023/02/01 16:39:00+00,2022/05/21 00:00:00+00,2023/02/01 16:39:00+00,CLEAR,141387,DRIVER,56,M,WHITE,W,2007,MERCEDES-BENZ,500-CLASS,PASS,,I-5 SOUTHBOUND,J ST,S,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,4D,5315
CS0290504,382,2022/05/21 00:00:00+00,2023/02/01 16:39:00+00,2022/05/21 00:00:00+00,2023/02/01 16:39:00+00,CLEAR,141387,DRIVER,56,M,WHITE,W,2007,MERCEDES-BENZ,500-CLASS,PASS,,I-5 SOUTHBOUND,J ST,S,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,4D,5316
CS0299006,207,2022/05/21 00:00:00+00,2023/02/01 19:34:00+00,2022/05/21 00:00:00+00,2023/02/01 19:34:00+00,,141555,DRIVER,25,M,HISPANIC,W,2015,HYUNDAI,SONATA,PASS,,2ND ,L ST,,N,WARNING,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),,N,,,,,,N,,,WARNING ONLY,,,5317
CS0299006,207,2022/05/21 00:00:00+00,2023/02/01 19:34:00+00,2022/05/21 00:00:00+00,2023/02/01 19:34:00+00,,141555,DRIVER,25,M,HISPANIC,W,2015,HYUNDAI,SONATA,PASS,,2ND ,L ST,,N,WARNING,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,WARNING ONLY,,,5318
