ObjectId,CitationNumber,OfficerBadgeNo,CitationDateTime,OffenseDateTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch
7750,CS0195105,876,2019/08/03 06:11:59+00,2019/08/03 06:11:59+00,,248027,DRIVER,52,F,ASIAN OTHER,A,2006,ACURA,TL,PASS,,FREEPORT BLVD,35TH AVE,S,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,
7751,CS0189432,530,2019/01/25 16:15:59+00,2019/01/25 16:15:59+00,,26068,DRIVER,39,F,WHITE,W,2013,NISSAN,,PASS,,BRIDGECROSS DR,SAGEVIEW DR,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
7752,CS0190806,876,2019/05/10 14:35:00+00,2019/05/10 14:35:00+00,,145511,DRIVER,20,M,HISPANIC,W,2013,INTERNATIONAL,TRUCK TRACTOR,PASS,,FOLSOM BLVD,HORNET DR,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
7753,CS0025450,530,2019/08/30 16:36:00+00,2019/08/30 16:36:00+00,,281723,DRIVER,74,M,WHITE,W,2008,HYUNDAI,,PASS,,27TH ST,H ST,E,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,65,PACED,,,N,,,,,
7754,CS0147722,897,2019/05/25 00:56:59+00,2019/05/25 00:56:59+00,,162349,DRIVER,34,M,WHITE,W,2009,INFINITI,G37S,PASS,,W EL CAMINO,TRUXEL,,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,WARNING ONLY,,
7755,CS0024930,553,2019/07/11 20:10:00+00,2019/07/11 20:10:00+00,,220014,DRIVER,37,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,910,I STREET,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
7756,CS0184529,388,2019/04/05 07:12:00+00,2019/04/05 07:12:00+00,CLOUDY,103195,DRIVER,31,M,HISPANIC,W,1999,CHEVROLET,BLAZER,PASS,,NORTHGSTE BL,HWY 160,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,SW
7757,CS0186860,876,2019/01/02 15:49:59+00,2019/01/02 15:49:59+00,,1130,DRIVER,50,F,WHITE,W,2016,HONDA,CR-V,PASS,,I 5 NB BROADWAY OFF,,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
7758,CS0189273,530,2019/01/03 21:49:59+00,2019/01/03 21:49:59+00,,2631,DRIVER,63,F,ASIAN OTHER,A,2002,NISSAN,,PASS,,FRANKLIN BLVD,11TH AVE,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
7759,CS0191323,530,2019/04/06 17:51:59+00,2019/04/06 17:51:59+00,,104,DRIVER,23,M,AFRICAN AMERICAN,B,2012,KIA,OPTIMA,PASS,,ARCADE BLVD,MARYSVILLE BLVD,N,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,35,LIDAR,,,N,,,,,
7760,CS0188359,3066,2019/01/24 19:12:00+00,2019/01/24 19:12:00+00,,25116,DRIVER,26,M,AFRICAN AMERICAN,B,2011,LEXUS,CT 200H,PASS,,RICHARDS BLVD,DOS RIOS ST,,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,,,
7761,CS0196243,931,2019/10/24 21:59:59+00,2019/10/24 21:59:59+00,,345831,DRIVER,23,M,HISPANIC,W,2017,NISSAN,ALTIMA,PASS,,RICHARDS BLVD,N 3RD ST,,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,
7762,CS0193601,530,2019/06/13 17:41:00+00,2019/06/13 17:41:00+00,,186607,DRIVER,38,M,WHITE,W,1999,FORD,,PASS,,9TH ST,K ST,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
7763,CS0191539,3066,2019/04/10 00:48:00+00,2019/04/10 00:48:00+00,,108845,DRIVER,22,M,HISPANIC,W,2016,CHEVROLET,SILVERADO 1500,PASS,,7TH ST,L ST,,N,CITATION,I,(I) ADEQUATE MUFFLER REQUIRED TO BE MAINTAINED,VC,27150(A),(I) ADEQUATE MUFFLER REQUIRED TO BE MAINTAINED,N,,,,,,N,,,,,
7764,CS0185860,656,2019/02/05 16:18:59+00,2019/02/05 16:18:59+00,,39328,DRIVER,51,M,CHINESE,A,2000,TOYOTA,CAMRY,PASS,,GLORIA,FLORIN,E,N,CITATION,M,(M)DRIVE WRONG WAY ON DIVIDED HWY,VC,21651(B),(M)DRIVE WRONG WAY ON DIVIDED HWY,N,,,,,,N,,,,,
7765,CS0193033,931,2019/04/30 14:29:00+00,2019/04/30 14:29:00+00,,133,DRIVER,41,M,HISPANIC,W,2005,CHEVROLET,TAHOE,PASS,,24TH ST,50TH AVE,S,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),(I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,N,,,,,,N,,,,,
7766,CS0026719,3066,2019/12/19 00:53:00+00,2019/12/19 00:53:00+00,,406348,DRIVER,34,M,HISPANIC,W,2004,TOYOTA,PRIUS,PASS,,MCCLATCHY WAY,5TH ST,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
7767,CS0189804,522,2019/02/27 20:25:00+00,2019/02/27 20:25:00+00,,62531,DRIVER,35,F,ASIAN OTHER,A,2003,TOYOTA,,PASS,,29TH ST,CAPITOL AVE,,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,WARNING ONLY,,
7768,CS0059611,897,2019/11/06 03:06:00+00,2019/11/06 03:06:00+00,,359893,DRIVER,39,M,WHITE,W,2002,FORD,EXPLORER,PASS,,DEL PASO,TOWN CENTER,W,N,CITATION,M,(M) VIOLATION OF PROBATION-MISD,PC,1203.2,(M) VIOLATION OF PROBATION-MISD,N,55,40,LIDAR,HANDHELD,lp0505,N,,,,,
7769,CS0194603,522,2019/07/12 17:58:00+00,2019/07/12 17:58:00+00,,221199,DRIVER,31,M,WHITE,W,2015,TOYOTA,,PASS,,12TH ST,TERMINAL WAY,,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,
7770,CS0020994,931,2019/01/22 16:27:00+00,2019/01/22 16:27:00+00,CLOUDY,22727,DRIVER,71,F,WHITE,W,2016,VOLKSWAGEN,PASSAT,PASS,,39TH ST,STOCKTON BLVD,,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,WARNING ONLY,,
7771,CS0191316,530,2019/04/04 17:28:00+00,2019/04/04 17:28:00+00,,102282,DRIVER,25,M,AFRICAN AMERICAN,B,1995,LEXUS,,PASS,,ALHAMBRA BLVD,N ST,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
7772,CS0186089,592,2019/11/08 17:58:00+00,2019/11/08 17:58:00+00,CLEAR,362882,DRIVER,73,M,WHITE,W,2006,TOYOTA,CAMRY,PASS,,EL CAMINO AVE,CLAY ST,W,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,25,VISUAL EST,,,N,,,,,4D
7773,CS0186193,592,2019/12/05 18:03:00+00,2019/12/05 18:03:00+00,CLEAR,391780,DRIVER,31,F,ASIAN OTHER,A,2014,HYUNDAI,ELANTRA,PASS,,J ST,21ST ST,E,N,CITATION,I,(I) MIN SPD-IMPEDING TRAFFIC FLO,VC,22400(A),(I) MIN SPD-IMPEDING TRAFFIC FLO,N,,35,LIDAR,,lh003515,N,,,,,4D
7774,CS0191511,3066,2019/03/27 15:40:59+00,2019/03/27 15:40:59+00,,92727,DRIVER,22,F,WHITE,W,2003,TOYOTA,COROLLA,PASS,,21ST AVE,62ND ST,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
7775,CS0186133,592,2019/11/19 21:07:00+00,2019/11/19 21:07:00+00,CLEAR,375284,DRIVER,30,M,WHITE,W,2016,MAZDA,CX-5,PTRK,,J ST,21ST ST,E,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,LIDAR,,lh002648,N,,,,,LL
7776,CS0186100,592,2019/11/12 16:50:59+00,2019/11/12 16:50:59+00,CLEAR,366878,DRIVER,42,M,HISPANIC,W,2015,KIA,SORENTO,PTRK,,FREEPORT BLVD,FLORIN RD,N,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,70,50,LIDAR,HANDHELD,lh002648,N,,,,,LL
7777,CS0192839,522,2019/06/05 17:10:00+00,2019/06/05 17:10:00+00,,176336,DRIVER,20,M,AFRICAN AMERICAN,B,2002,HYUNDAI,,PASS,,S LAND PARK DR,SILVER RIDGE WAY,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
7778,CS0188362,3066,2019/01/24 20:45:00+00,2019/01/24 20:45:00+00,,25217,DRIVER,28,M,WHITE,W,2012,NISSAN,FRONTIER,PASS,,POWER INN RD,CUCAMONGA AVE,,N,CITATION,I,(I) ADEQUATE MUFFLER REQUIRED TO BE MAINTAINED,VC,27150(A),(I) ADEQUATE MUFFLER REQUIRED TO BE MAINTAINED,N,,,,,,N,,,,,
7779,CS0189484,530,2019/02/03 21:32:00+00,2019/02/03 21:32:00+00,,36320,DRIVER,43,M,WHITE,W,2006,FORD,,PASS,,SAN JUAN RD,TRUXEL RD,S,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,,,
7780,CS0144291,897,2019/01/03 09:46:00+00,2019/01/03 09:46:00+00,,2117,DRIVER,33,M,WHITE,W,1993,CHEVROLET,C/K 1500 SERIES,PASS,,LEMON HILL,POWER INN,S,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES,N,,,,,,N,,,,,
7781,CS0192928,522,2019/06/13 23:38:00+00,2019/06/13 23:38:00+00,,187057,DRIVER,44,M,UNKNOWN,U,2004,HYUNDAI,,PASS,,16TH ST,J ST,,N,CITATION,I,(I) STOP LAMP REQUIRMENTS/SPECS,VC,24603(B),(I) STOP LAMP REQUIRMENTS/SPECS,N,,,,,,N,,,,,
7782,CS0190890,876,2019/06/18 16:44:59+00,2019/06/18 16:44:59+00,,192671,DRIVER,37,F,ASIAN OTHER,A,2019,HONDA,CIVIC,PASS,,FREEPORT BLVD,FLORIN RD,N,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,63,50,LIDAR,HANDHELD,lh001232,N,,,,,
7783,CS0192833,522,2019/06/05 14:35:00+00,2019/06/05 14:35:00+00,,176121,DRIVER,56,F,ASIAN OTHER,A,2003,HONDA,,PASS,,24TH ST,19TH AVE,,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,56,35,LIDAR,HANDHELD,,N,,,,,
7784,CS0188666,886,2019/04/30 17:23:59+00,2019/04/30 17:23:59+00,CLOUDY,133461,DRIVER,19,M,UNKNOWN,U,2001,HONDA,CR-V,PASS,,SUTTERVILLE RD,W PACIFIC AVE,E,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,4T
7785,CS0045529,270,2019/09/02 15:27:59+00,2019/09/02 15:27:59+00,,285265,DRIVER,48,F,HISPANIC,W,1999,TOYOTA,SOLARA,PASS,,65TH ST,14TH AVE,N,N,WARNING,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,N,,,,,,N,,,WARNING ONLY,,2D
7786,CS0059630,897,2019/11/20 00:04:00+00,2019/11/20 00:04:00+00,,375455,DRIVER,47,F,HISPANIC,W,2005,HONDA,ACCORD,PASS,,DUCKHORN,MYOTIS,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
7787,CS0190360,931,2019/03/27 15:48:00+00,2019/03/27 15:48:00+00,,92736,DRIVER,65,M,HISPANIC,W,2014,HONDA,CR-V,PASS,,FREEPORT BLVD,FLORIN RD,N,N,CITATION,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),(I) MAXIMUM SPEED - OVER 65 LIMIT,N,73,50,LIDAR,HANDHELD,,N,,,,,
7788,CS0192591,522,2019/04/25 15:20:00+00,2019/04/25 15:20:00+00,,127376,DRIVER,25,F,HISPANIC,W,2016,NISSAN,ALTIMA,PASS,,FRANKLIN BLVD,EHRHARDT AVE,,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,,,
7789,CS0020942,931,2019/01/04 18:06:00+00,2019/01/04 18:06:00+00,,3487,DRIVER,18,M,HISPANIC,W,2013,HYUNDAI,ACCENT,PASS,,BROADWAY,MUIR WAY,W,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,
7790,CS0189525,522,2019/01/03 21:14:00+00,2019/01/03 21:14:00+00,,2586,DRIVER,25,M,AFRICAN AMERICAN,B,2012,MAZDA,MAZDA3,PASS,,S LAND PARK DR,SILVER RIDGE WAY,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
7791,CS0189904,522,2019/03/28 15:39:00+00,2019/03/28 15:39:00+00,,940033,DRIVER,34,F,WHITE,W,2016,TOYOTA,PRIUS,PASS,,EL CAMINO AVE,EVERGREEN ST,,N,WARNING,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,WARNING ONLY,,
7792,CS0137584,407,2019/11/13 15:52:00+00,2019/11/13 15:52:00+00,,368036,DRIVER,41,M,AFRICAN AMERICAN,B,2015,NISSAN,ALTIMA,PASS,,65TH ST,9TH AVE,,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,,,
7793,CS0190383,931,2019/03/29 17:23:59+00,2019/03/29 17:23:59+00,,95421,DRIVER,63,F,ASIAN OTHER,A,2013,TOYOTA,,PASS,,GLORIA DR,PEYTONA WAY,N,N,WARNING,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,WARNING ONLY,,
7794,CS0192660,522,2019/05/03 16:30:00+00,2019/05/03 16:30:00+00,,137158,DRIVER,20,F,AFRICAN AMERICAN,B,2006,CHEVROLET,,PASS,,CARLSON DR,MODDISON AVE,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
7795,CS0196716,530,2019/11/04 21:52:00+00,2019/11/04 21:52:00+00,,358509,DRIVER,59,F,HISPANIC,W,2008,HONDA,,PASS,,LEXINGTON ST,FRIENZA AVE,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,35,LIDAR,,,N,,,,,
7796,CS0196323,931,2019/12/12 18:40:59+00,2019/12/12 18:40:59+00,CLOUDY,399470,DRIVER,28,F,HISPANIC,W,2003,MERCEDES-BENZ,,PASS,,POWER INN RD,19TH AVE,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,64,45,LIDAR,HANDHELD,,N,,,,,
7797,CS0191127,530,2019/02/28 21:56:59+00,2019/02/28 21:56:59+00,,63631,DRIVER,24,F,HISPANIC,W,2013,LAND ROVER,,PASS,,21ST AVE,62ND ST,W,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
7798,CS0190327,931,2019/03/21 18:03:00+00,2019/03/21 18:03:00+00,,86259,DRIVER,31,F,WHITE,W,2007,GMC,,PASS,,STOCKTON BLVD,LAWRENCE DR,S,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
7799,CS0191487,530,2019/05/14 23:42:00+00,2019/05/14 23:42:00+00,,150915,DRIVER,30,F,WHITE,W,2006,FORD,,PASS,,GRAND AVE,MAHOGANY ST,E,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
7800,CS0138541,596,2019/02/27 22:06:59+00,2019/02/27 22:06:59+00,,62516,DRIVER,57,M,HISPANIC,W,2003,FORD,WINDSTAR,PASS,,EL CAMINO AVE,PRINCETON ST,W,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
7801,CS0191509,3066,2019/03/27 15:20:59+00,2019/03/27 15:20:59+00,,92706,DRIVER,44,F,HISPANIC,W,2000,CHEVROLET,S-10,PASS,,62ND ST,21ST AVE,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,
7802,CS0186865,876,2019/01/02 17:38:00+00,2019/01/02 17:38:00+00,,1228,DRIVER,29,F,AFRICAN AMERICAN,B,2005,FORD,FREESTAR,PASS,,BROADWAY,16TH ST,E,N,CITATION,I,(I) MANDATORY CHILD RESTRAINT REQUIRED FOR CHILD 8 YRS AND UNDER,VC,27360(A),(I) MANDATORY CHILD RESTRAINT REQUIRED FOR CHILD 8 YRS AND UNDER,N,,,,,,N,,,,,
7803,CS0186216,592,2019/12/10 20:06:59+00,2019/12/10 20:06:59+00,CLEAR,397283,DRIVER,24,M,WHITE,W,2016,MAZDA,MAZDA3,PASS,,HORNET DR,COLLEGE TOWN DR,W,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,4D
7804,CS0138530,596,2019/02/05 19:47:59+00,2019/02/05 19:47:59+00,,38315,DRIVER,55,M,HISPANIC,W,,,NOT IN LIST,PASS,,NORTHGATE BLVD,SAN JUAN RD,W,N,CITATION,I,(I) RIDE A BICYCLE ON WRONG SIDE OF ROADWAY,VC,21650.1,(I) RIDE A BICYCLE ON WRONG SIDE OF ROADWAY,N,,,,,,N,,,,,
7805,CS0190634,876,2019/03/21 21:00:00+00,2019/03/21 21:00:00+00,,86476,DRIVER,23,M,HISPANIC,W,2018,HYUNDAI,ELANTRA,PASS,,FOLSOM BLVD,HORNET DR,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
7806,CS0184520,388,2019/03/25 16:47:00+00,2019/03/25 16:47:00+00,CLOUDY,90653,DRIVER,31,M,WHITE,W,,,NOT IN LIST,PASS,915,I ST,,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
7807,CS0026537,3066,2019/09/23 22:28:59+00,2019/09/23 22:28:59+00,,310530,DRIVER,52,F,AFRICAN AMERICAN,B,1995,SATURN,NOT IN LIST,PASS,,24TH ST,FRUITRIDGE RD,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
7808,CS0196807,530,2019/11/24 19:57:00+00,2019/11/24 19:57:00+00,,380995,DRIVER,56,M,AFRICAN AMERICAN,B,1995,INFINITI,,PASS,,CLAY ST,EL CAMINO AVE,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
7809,CS0189430,530,2019/01/24 19:18:59+00,2019/01/24 19:18:59+00,,25122,DRIVER,22,M,HISPANIC,W,1998,OLDSMOBILE,INTRIGUE,PASS,,TRUXEL RD,I 80 WB,N,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,N,,,,,,N,,,,,
7810,CS0032531,711,2019/11/08 18:56:00+00,2019/11/08 18:56:00+00,,362940,DRIVER,39,F,HISPANIC,W,2008,FORD,TAURUS,PASS,,MACK RD,BROOLFIELD DR,E,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
7811,CS0192780,522,2019/05/23 23:48:59+00,2019/05/23 23:48:59+00,,161001,DRIVER,50,M,WHITE,W,2011,JEEP,,PASS,,J ST,16TH ST,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
7812,CS0190502,876,2019/02/06 22:02:59+00,2019/02/06 22:02:59+00,,39741,DRIVER,58,F,AFRICAN AMERICAN,B,2007,HONDA,ACCORD,PASS,,BROADWAY,16TH ST,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,LIDAR,,lh001232,N,,,,,
7813,CS0184511,388,2019/02/04 21:00:00+00,2019/02/04 21:00:00+00,CLOUDY,37297,DRIVER,37,M,HISPANIC,W,,,NOT IN LIST,PASS,910,I ST,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
7814,CS0184643,388,2019/11/01 00:55:00+00,2019/11/01 00:55:00+00,,354325,DRIVER,32,M,WHITE,W,,,NOT IN LIST,PASS,,10TH STREET,KAYAK ALLEY,,Y,CITATION,M,(M) POSSESS CONCENTRATED CANNABIS/MARIJUANA,HS,11357(A),(M) POSSESS CONCENTRATED CANNABIS/MARIJUANA,N,,,,,,N,,,,,
7815,CS0025176,530,2019/08/04 18:03:00+00,2019/08/04 18:03:00+00,,249585,DRIVER,53,M,WHITE,W,1991,PONTIAC,,PASS,,GRAND AVE,MARYSVILLE BLVD,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
7816,CS0196546,530,2019/09/15 13:20:00+00,2019/09/15 13:20:00+00,,300918,DRIVER,28,F,WHITE,W,1999,FORD,,PASS,,EVERGREEN ST,FRIENZA AVE,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,35,LIDAR,,,N,,,,,
7817,CS0196665,530,2019/10/28 21:45:00+00,2019/10/28 21:45:00+00,,350760,DRIVER,23,F,HISPANIC,W,2010,TOYOTA,,PASS,,LEXINGTON ST,FRIENZA AVE,N,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,
7818,CS0191491,530,2019/05/16 21:43:00+00,2019/05/16 21:43:00+00,,152930,DRIVER,30,M,HISPANIC,W,2013,DODGE,,PASS,,HOWE AVE,BUSINESS 80 NB HOWE AVE SB OFF,N,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,,,
7819,CS0189922,522,2019/04/02 18:20:00+00,2019/04/02 18:20:00+00,,99962,DRIVER,39,M,HISPANIC,W,2017,CHEVROLET,IMPALA,PASS,,FOLSOM BLVD,59TH ST,,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,
7820,CS0190289,931,2019/03/13 14:05:00+00,2019/03/13 14:05:00+00,,77124,DRIVER,28,F,WHITE,W,2011,GMC,,PASS,,12TH AVE,HWY 99,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
